gene_name	C1	C2	C3	P1	P2	P3
AC096537.2	0	0	0	0	0	0
MTDHP2	0	0	0	0	0	0
Z99756.1	0	0	0	0	0	0
AC008060.4	0	0	0	0	0.088376855	0
AC026464.4	0	0.043224867	0	0	0	0
AC092691.3	0	0	0	0	0	0
UBTFL8	0.02842787	0	0	0	0	0
AC114324.2	0.088293621	0	0	0	0	0
RPL5P28	0	0	0	0	0	0
MTNR1A	0	0	0	0	0	0
LINC00964	0.004987097	0	0	0.024135446	0	0.009496453
AC107926.1	0	0	0	0	0	0
LINC01967	0	0	0	0	0	0
AL078645.2	0	0.041887343	0	0	0	0
AC009145.4	0	0	0	0	0	0.044176118
VPREB1	0	0	0	0	0	0.087944456
AC009229.1	0	0	0	0	0	0
DNM1P31	0	0	0	0	0	0
AC018442.2	0	0	0.087815233	0	0	0
AC012370.2	0	0	0.041596689	0	0	0
CFL1P1	0	0	0	0	0	0.021211093
TNK1	0	0.043135282	0	0	0	0.029618599
POM121L10P	0	0.043191229	0	0	0	0.044485522
TUB-AS1	0	0	0	0	0.027126724	0
CGB7	0	0.032782474	0	0	0	0
AC026355.3	0	0	0	0	0	0
AC013355.1	0	0	0	0	0	0
NBPF7	0.045074821	0	0	0	0	0
NEK2P4	0	0	0	0	0	0.043012714
AC005823.2	0	0	0.087545032	0	0	0
TRHDE	0.004895602	0	0.009279888	0	0	0
AL356317.2	0	0.087402723	0	0	0	0
AL136520.1	0	0	0	0	0	0
AC100850.1	0	0	0	0	0	0
LINC02163	0	0	0	0	0.021833178	0
BMS1P4-AGAP5	0	0	0.014935504	0	0.014389268	0
PLAC4	0	0.010501557	0	0	0.010373341	0
GOLGA8F	0.010602095	0	0	0	0	0
MTCO2P21	0	0	0	0	0	0
CACNA2D3-AS1	0.057786008	0	0	0	0	0
AC068547.1	0	0.016884919	0	0	0	0
PHBP15	0	0	0	0	0	0
ESRRAP1	0	0	0	0	0.043614248	0
TEX11	0.035621277	0	0	0.017239195	0	0
LINC02591	0	0	0	0	0	0
HNRNPUL2-BSCL2	0	0	0	0	0.013702352	0.028574804
AC104961.1	0	0	0	0	0	0
NUCKS1P1	0	0	0	0	0	0
AC105219.1	0	0	0	0.029604344	0	0
AL355578.1	0.045210589	0.041792718	0	0	0	0
CAPN9	0	0.064212182	0	0	0	0
AC005336.3	0	0	0	0	0	0
AC007255.2	0	0	0	0	0.086882899	0
ZIK1P1	0	0	0	0	0	0
AC010197.2	0	0	0	0	0.031892443	0.044338876
AC025470.1	0	0	0	0	0	0
KCNH1	0	0.016995222	0.005808336	0	0.005595908	0
AC104066.3	0	0	0.027213903	0	0	0
AL023755.1	0.028320595	0	0	0	0	0
AC093286.1	0	0	0.086744316	0	0	0
AC011551.1	0	0	0	0	0	0
AL513542.1	0	0	0	0	0	0
ALOX15P2	0	0	0	0	0	0
AL591893.1	0.044572875	0	0	0	0	0
LINC02600	0	0	0	0	0.060578021	0
AQP12B	0	0.016803127	0	0.035188209	0	0.017306659
NFE2L3P1	0	0	0	0	0.027985252	0.058360282
AL356981.1	0	0	0	0	0	0
AC004973.1	0	0	0	0	0.086335605	0
RPL5P13	0	0	0	0	0	0
GOLGA2P6	0	0	0	0	0	0
MTDHP4	0	0	0	0	0	0
RASSF10-DT	0	0	0	0	0	0
AC020916.1	0.003151854	0	0	0.003050728	0	0.003000887
POU3F3	0	0	0	0	0.012292177	0
ZBTB8B	0.009358532	0	0.026609432	0.018116539	0	0
AL353611.1	0	0	0	0	0	0
MTCO1P53	0.085893651	0	0	0	0	0
KLK3	0	0	0	0	0.047271489	0
AC005064.1	0	0	0	0	0	0
DNAH10	0	0.003319422	0	0	0.009836682	0.01025668
AC112178.1	0.017443249	0	0	0	0	0.016607756
CHURC1-FNTB	0	0	0	0	0	0
AC012488.1	0	0	0	0	0.085661108	0
LINC01555	0	0	0.019731023	0	0	0
AC005829.1	0	0	0	0	0	0
AC003001.1	0	0	0	0	0	0
RPL7P35	0	0	0	0	0	0
AL365204.1	0	0	0	0	0	0
AC211476.3	0	0	0	0	0	0
AP006587.4	0	0	0	0	0	0
AC092546.1	0	0.085517302	0	0	0	0
AC118758.3	0	0	0	0.00481529	0.002271331	0.00236831
MEI4	0	0.052458156	0	0	0	0
THUMPD3P1	0	0	0	0	0	0
AC111188.1	0	0	0	0	0	0
GGTLC2	0	0	0	0	0	0
MTCYBP34	0	0	0	0	0	0.085319248
AC007952.5	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0
AL049775.3	0	0	0	0	0.085261445	0
AL049636.1	0	0	0	0	0	0
LINGO1-AS1	0	0	0	0	0.020081725	0
AL157936.1	0.085162641	0	0	0	0	0
ABCC12	0	0.006380127	0	0	0	0
TRBV5-1	0	0.085123817	0	0	0	0
IL1RAPL2	0	0.017009111	0	0	0	0
ADAMTS20	0.023939259	0	0	0	0	0
OR3A2	0	0.020755695	0.04256116	0.021732732	0	0
AC005005.1	0	0	0	0	0	0
ADH1B	0	0	0	0.005395852	0	0.005307697
AC097717.1	0.008738126	0.008077533	0.008281803	0	0	0
AC016968.1	0	0	0	0	0	0
CNTN4-AS1	0	0	0	0	0	0
AC122710.1	0	0.027448432	0	0.028740518	0	0
AC092850.2	0	0	0.021360462	0	0	0.042915838
AC136618.1	0	0	0	0	0	0
PRSS40A	0	0	0	0.027143076	0	0
AC098483.1	0	0	0	0	0	0
AL354897.2	0.084622498	0	0	0	0	0
AL645933.3	0	0	0.055033144	0	0	0
AP003025.1	0	0	0	0	0	0
C12orf77	0	0.041372142	0	0	0	0
Z83820.1	0	0	0	0	0	0
AC008554.1	0	0	0.026235256	0	0	0
AC025187.1	0	0	0	0	0	0
LINC01940	0	0	0	0.016656155	0	0
FEV	0	0	0.027771728	0	0	0
MAST4-IT1	0	0.084347612	0	0	0	0
AC073614.1	0	0	0	0	0.084343245	0
LINC01069	0	0	0	0	0	0
AL357833.1	0	0	0	0	0	0
KRT18P10	0	0	0	0	0	0
AL139350.1	0	0	0	0	0	0
AL138716.1	0	0	0	0	0	0
AC133485.6	0	0	0	0	0	0
HBBP1	0	0	0	0	0	0
AC026341.2	0	0	0	0	0	0
AC079089.3	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0
KRT8P30	0	0	0	0	0	0
AL360169.3	0	0.026606294	0	0	0	0
AC018802.1	0.083971555	0	0	0	0	0
RPS3AP12	0	0	0	0	0	0
NDUFA6	0	0	0	0	0.040791004	0
AC034205.3	0	0	0	0	0	0
AC073488.6	0	0	0	0	0	0
LINC01081	0	0	0	0.029042142	0.054795711	0
AC244517.12	0	0.083711507	0	0	0	0
PGAM4P1	0	0	0	0	0	0
LINC02370	0	0	0	0	0	0
ASIC2	0	0	0	0	0	0.01021331
B4GALNT2	0.006700107	0	0.006350214	0.012970277	0	0.012758374
ABRA	0.021800894	0	0	0	0	0
LINC02683	0	0	0	0	0	0.083572948
MEIS1-AS2	0	0	0	0	0	0
TCF20	0	0	0	0	0	0.007573383
AC138057.1	0	0	0	0.083496159	0	0
AC243829.1	0	0	0	0	0	0
AC002985.1	0	0	0	0	0	0.083450944
UBTFL11	0	0	0	0	0	0
AC007529.1	0	0	0	0	0	0
AL353689.3	0	0	0	0	0	0
RBMXL2	0	0	0.026454798	0	0	0
AC006262.1	0.008417168	0	0	0.016294217	0.007685842	0
AL136964.1	0	0	0	0	0	0
ITIH6	0.010930213	0	0.020718832	0	0.029941622	0
AP000851.2	0.083272763	0	0	0	0	0
LEMD1-DT	0.083243899	0	0	0	0	0
RPL7P11	0	0	0	0	0	0
AC130307.1	0	0	0	0	0	0
AC099335.1	0	0.083147159	0	0	0	0
AC108206.1	0	0	0	0	0	0
TPM3P2	0.083042409	0	0	0	0	0
AC093824.2	0	0	0	0.083019038	0	0
HELLPAR	0.004685748	0.001082878	0.003053221	0.001133852	0.005348283	0.00278832
AC012178.1	0	0	0	0	0.02409454	0
AL121935.3	0	0	0.082950832	0	0	0
AC006927.5	0	0	0	0	0	0
AC027808.1	0	0	0	0	0	0
AC055876.4	0	0	0	0	0	0
AC012588.1	0	0	0.04224519	0	0	0
AL450043.1	0	0	0	0	0	0
LINC00853	0	0	0	0	0	0
AC010463.2	0	0	0	0	0	0
ANKRD45	0	0	0	0	0.026580901	0
LINC02119	0	0.047044483	0.024117089	0	0	0
AC087667.1	0	0	0	0	0	0
AC012441.1	0	0	0	0	0	0
AL353705.2	0	0	0	0	0	0
AL031121.2	0.008574645	0	0	0	0	0.016327877
RNF113B	0	0	0	0	0.039726891	0
CU639417.5	0	0	0	0	0	0
AC021851.2	0	0	0	0	0	0
LCN15	0	0	0	0	0.018989646	0
PFDN6	0	0	0	0	0	0
GIP	0	0	0	0	0	0
ETDB	0	0	0	0	0	0
AC018442.1	0	0.026929029	0	0	0	0
CR769776.3	0	0	0	0	0	0
AC092474.2	0	0	0	0	0	0
AP000821.2	0	0	0	0	0	0.060130326
ANP32BP3	0	0	0	0.082313494	0	0
AL356361.1	0.082302484	0	0	0	0	0
AC026780.2	0.082246112	0	0	0	0	0
AP005264.5	0	0	0	0	0	0
AC099791.4	0	0	0	0	0	0.040369983
AC007652.3	0	0	0	0	0	0
AC092106.2	0	0	0	0	0	0
AC090338.1	0	0	0	0	0	0
LINC02826	0	0	0	0	0.010993204	0
AL162456.1	0	0	0	0	0.081988698	0
THEG	0	0	0	0	0	0
OR4G11P	0	0	0	0	0	0
AL450307.1	0	0	0	0	0	0
AC007387.2	0	0	0	0	0.038045183	0
AC025871.1	0.081909498	0	0	0	0	0
SLC7A14	0	0.005287798	0.00542152	0	0.010446477	0
LINC00851	0.081797905	0	0	0	0	0
AC129507.2	0	0	0	0	0	0
MTND2P41	0	0	0	0	0	0
TEX36	0	0	0	0	0	0
AL359378.1	0.042044581	0	0	0	0	0
AC126564.1	0	0	0	0	0.081703591	0
LINC00479	0	0	0	0	0	0
AC126544.1	0	0	0	0	0	0
AC069287.1	0	0	0	0	0	0
AL583722.3	0	0	0	0	0	0
NOS2P1	0	0	0	0.032474617	0.015317996	0
SMDT1	0	0	0	0	0	0
KCNMA1-AS3	0	0	0	0	0	0.081546214
AC026355.4	0	0	0	0	0	0
AC078962.2	0	0	0	0	0	0
RASSF10	0	0	0	0.020725152	0	0
ACTN4P1	0.041378127	0	0	0	0	0
AL512328.1	0	0	0	0	0	0
LINC02221	0.081244468	0	0	0	0	0
AC097493.2	0	0	0	0	0	0
AC091057.5	0	0	0	0	0.081219421	0
AC006041.2	0	0.032763122	0	0	0	0
KRT8P19	0	0	0	0	0	0
AL713866.1	0	0	0	0	0	0
AC104664.1	0	0	0	0.081050665	0	0
FUCA1P1	0	0	0	0	0	0
ZIM2-AS1	0	0.026529985	0	0	0.026206075	0
AC090709.1	0	0	0	0	0	0
ACKR1	0	0	0	0	0.026031866	0
AL160274.1	0	0	0	0	0	0
PAH	0	0	0	0	0.007430619	0
AL357075.3	0	0	0	0	0	0
LINC02263	0	0.030944253	0	0.0092574	0.008733271	0
AC099654.8	0	0	0	0	0	0
AP000812.2	0	0	0	0	0	0
GEMIN2P2	0	0	0	0	0	0
HNRNPA1P54	0.018542206	0.011426957	0	0	0	0
PRUNEP1	0	0	0.080715278	0	0	0
AC010139.1	0	0	0	0	0	0
AC091980.2	0	0	0	0	0	0
AC087762.2	0	0	0	0	0	0
LINC02201	0	0	0.015210979	0	0	0
NR1H5P	0	0.080611081	0	0	0	0
TEDDM2P	0	0	0	0	0	0
AL356534.1	0	0	0.001520895	0.003106419	0.007326354	0
DDX51	0	0.017483298	0.008962714	0.009153146	0	0
AC107953.2	0	0.039418131	0	0	0	0
AL049833.3	0	0	0	0	0	0
AC023310.1	0	0	0	0	0	0
AL121899.2	0	0	0	0	0	0.040016728
AL450267.2	0	0	0	0	0	0
LINC01581	0	0.015989838	0	0	0	0.032937998
TACC1P1	0.041292752	0	0.039136362	0	0	0
LINC02278	0	0	0	0	0	0
AC087897.2	0	0	0	0.080378045	0	0
LINC00163	0	0	0	0	0	0
AC011410.1	0	0	0	0	0	0
LINC02775	0	0.080280707	0	0	0	0
AC009413.2	0	0	0	0	0	0
SPATA16	0	0	0	0	0	0
AL138749.1	0	0	0	0	0	0
AP005271.1	0	0	0	0	0	0
ANKRD20A21P	0	0	0.030528042	0	0	0
LINC02406	0	0	0	0	0	0
AC131097.1	0	0	0	0	0	0
CLYBL-AS2	0	0.079857164	0	0	0	0
GADL1	0	0	0	0	0.014958556	0
CDRT7	0	0	0	0	0	0
GLYATL3	0	0	0	0	0	0
DUSP27	0	0	0	0	0	0.040124401
OR9N1P	0	0	0	0	0	0
RIPPLY2	0	0	0	0.013929369	0.06570363	0
MTND4P35	0	0	0	0	0	0
AC007736.1	0.038785311	0	0	0	0	0
Z97987.1	0	0	0	0	0	0
AC090286.1	0	0	0	0	0	0
LINC01276	0	0	0	0	0.079530623	0
AC112250.1	0	0	0	0	0	0
AC010528.1	0	0	0	0	0	0
AL512310.7	0.079417542	0	0	0	0	0
AC084116.3	0	0	0	0	0	0
CFAP74	0.005760858	0.01597603	0	0.016728073	0	0
AC073488.8	0.079312632	0	0	0	0	0
AL133467.3	0	0	0	0	0	0.01556751
NTAN1P3	0	0	0	0	0	0
AC025287.1	0	0	0	0	0	0
SUSD2P2	0.079207997	0	0	0	0	0
ZNHIT3	0	0	0.008509686	0.017380986	0	0
AC145207.1	0	0	0	0	0	0
G6PC	0	0	0	0.066567384	0	0
AC105430.1	0	0	0	0	0	0
GFRA4	0	0	0	0	0	0
AC092447.8	0	0	0	0	0	0
E2F6P2	0	0	0	0	0	0
VENTXP5	0	0	0	0	0	0
DOCK11P1	0	0	0	0	0	0
LINC02111	0.025968712	0	0	0	0	0
AC243654.3	0	0	0	0	0	0
AC104417.1	0	0	0	0	0	0
TLE7	0	0	0	0.038383967	0	0
GABRR3	0	0	0	0	0	0.010023478
AL590006.1	0	0	0	0	0	0
AC106798.1	0	0	0	0	0	0
AC015818.3	0	0	0	0.07863779	0	0
AL512655.1	0	0.078612931	0	0	0	0
AC112236.3	0	0	0.026114856	0	0	0.052468009
AC004808.1	0	0	0	0	0	0
PIEZO1P2	0	0	0	0	0	0.052443942
AC004775.1	0	0	0	0	0	0
CTAGE13P	0	0	0	0	0.022413373	0
Z98259.3	0	0	0	0	0.023671463	0
SOSTDC1	0	0	0.023010219	0	0	0
LINC01182	0	0	0	0.017480321	0.008245316	0
AL139081.2	0	0	0	0	0	0
RPS4XP17	0	0	0	0	0	0
AC107302.2	0	0	0	0	0	0.039314922
LINC01839	0	0	0.078272725	0	0	0
AC013287.1	0	0	0	0	0	0.038860569
AL035693.1	0	0	0	0	0	0
TMEM114	0	0.078225129	0	0	0	0
LINC02842	0	0	0	0	0	0
STRIT1	0	0	0	0	0	0
ZNF680P1	0	0	0	0.039559787	0	0
AC100810.1	0	0	0	0	0	0
PMIS2	0	0	0	0	0.078095597	0
AL592114.3	0	0	0	0	0	0
LDLRAD4-AS1	0	0	0.051967371	0	0	0.026102236
LINC01567	0	0.038184196	0	0	0	0
OR10N1P	0	0	0	0	0	0
AC138696.1	0	0	0	0	0	0.019732101
Z98949.1	0	0	0	0	0	0
AC099792.1	0	0.05165261	0	0.013521016	0	0
AL050338.1	0	0	0	0	0	0
KRT75	0	0	0	0	0.050528211	0
EFCAB3	0	0	0	0.018892499	0	0
CASR	0.010002443	0	0	0.00968152	0.018266759	0
AC103831.1	0.019762891	0	0	0	0	0
AC093671.1	0	0	0.077711534	0	0	0
AC009063.2	0	0	0	0	0	0
IMPDH1P4	0.039139284	0	0	0	0	0
AL161630.1	0	0	0	0	0	0
AC034222.2	0	0	0	0	0	0
SCN7A	0	0	0.005846529	0.005970752	0	0.011746408
LINC00616	0	0.017970124	0	0	0	0.009254314
LINC02058	0	0	0	0	0	0
AC117453.1	0.005485078	0	0	0	0.020034025	0
AC091534.1	0	0.023557185	0	0	0	0
Z83836.1	0	0	0	0	0	0
AC188617.2	0	0	0	0	0	0
AL590648.2	0	0	0	0	0	0
AC005697.2	0.052991758	0	0	0	0	0
AC046168.1	0	0.014551843	0	0	0	0
AL031121.3	0	0	0.05110397	0	0	0
AC009562.1	0	0	0	0	0	0
AC034154.1	0	0	0	0	0	0
MTCO3P13	0.076875368	0	0	0	0	0
AL356218.2	0	0	0	0	0	0
AL390071.1	0.076809802	0	0	0	0	0
PAX4	0	0	0	0	0	0
VEZF1P1	0	0	0	0	0	0
AL122018.1	0.025991196	0	0	0	0	0
AL390860.1	0	0	0	0	0	0
FO393414.3	0	0.012391321	0.025409364	0	0	0
LINC02307	0	0	0	0	0	0
A1CF	0	0.00577952	0.017777029	0	0.011417913	0.005952712
KBTBD13	0	0	0	0	0.017549011	0
LINC02849	0	0	0	0	0	0
AC098828.2	0	0	0.076279184	0	0	0
SLC6A3	0.013440712	0	0	0	0	0.025593864
LINC01234	0.009918173	0	0.009400226	0.009599955	0	0
AC113385.1	0	0	0	0	0.049501679	0
PSMA6P4	0	0	0	0	0	0
AC020663.2	0	0	0	0	0.076143207	0
AC090572.3	0	0	0	0	0	0
SPATA31C2	0	0	0	0.061544428	0	0
AL157384.1	0	0	0	0	0	0
MYT1	0	0.008086949	0.016582914	0	0	0
AC092701.1	0	0	0	0	0	0
BX072579.2	0.038241823	0	0	0	0	0
LY6D	0	0.037049886	0	0.038793943	0	0
SPACA5	0	0.075820668	0	0	0	0
AC015849.1	0	0	0	0	0	0.07571377
AC084734.1	0	0	0	0	0	0
LINC02336	0	0	0.050091788	0.025578049	0	0
SERPINB5	0	0.014831836	0	0.031060036	0	0
OR5BA1P	0	0	0	0	0	0.041687436
AC087190.2	0	0	0.075570081	0	0	0
NMD3P1	0	0.037298877	0.038242118	0	0	0
AP000997.4	0	0	0	0	0	0
PGAM1P2	0	0	0	0	0	0
AC007493.1	0	0	0	0	0	0
AC048338.2	0	0	0	0	0	0
CD200R1L-AS1	0	0	0	0	0	0
C17orf112	0	0	0	0	0	0
PLA2G2E	0	0	0	0	0	0
AP004607.4	0	0	0	0	0.075151623	0
RBM11P1	0.075143507	0	0	0	0	0
COL6A5	0	0	0	0	0	0
AC003071.1	0	0	0	0	0	0
AL137026.1	0	0	0	0.057123191	0	0
AC026316.4	0	0	0	0	0	0
AP001330.1	0	0	0	0	0.074997414	0
AC012349.1	0	0	0	0.022562441	0	0
FUT9	0.0043732	0.008085182	0.004144823	0	0.023959404	0
DMBT1	0	0.005917553	0	0	0.005845304	0
TPRG1LP1	0	0	0.074874041	0	0	0
AC123768.2	0	0	0	0	0	0
AL441963.1	0	0	0	0	0	0
AC005105.1	0	0	0	0	0	0
AC091057.3	0	0	0	0	0	0
AL512484.1	0	0	0	0	0	0
AL590426.1	0	0	0.074710203	0	0	0
AC011505.1	0	0	0	0	0	0
LINC01520	0	0	0.074628552	0	0	0
AC004832.1	0	0	0	0	0	0
OR2M3	0	0	0	0	0	0
C4orf54	0.005952772	0.005502749	0	0	0	0
LINC02547	0.018149837	0	0	0	0	0
LINC02299	0.037431211	0	0	0	0	0
AC004828.2	0	0.02404711	0	0	0	0
AC110813.1	0	0	0	0	0	0
FOXCUT	0.025712917	0	0	0	0	0
AL359704.1	0	0	0	0	0	0
CCT5P1	0.074214663	0	0	0	0	0
AC074134.1	0	0	0	0	0	0
TATDN2P1	0	0	0	0	0	0
C3orf67-AS1	0.045256027	0	0	0	0	0
LINC01396	0	0	0	0	0	0
AL356121.2	0	0	0	0	0	0
LINC01312	0	0	0	0	0	0
AL157886.1	0	0	0	0	0	0
LINC02046	0	0	0.030236063	0	0	0
STIP1P3	0	0	0	0	0	0
AC087632.2	0	0	0	0	0	0.017390902
AC020743.1	0	0	0	0	0	0
RAD1P1	0.073849523	0	0	0	0	0
LINC01859	0	0	0	0	0.013430453	0
LINC02624	0	0	0	0	0	0
AL353678.1	0	0	0	0	0	0
AC113554.1	0	0	0	0	0	0.01175728
AC112206.2	0	0.00868964	0	0	0.008583546	0
FBN3	0.006012986	0.005558411	0	0	0.010981093	0.011449954
MTCO1P49	0	0	0	0	0	0
AC005695.1	0.010585272	0	0	0	0	0
TTC29	0	0.016656881	0	0	0	0
NBPF5P	0	0	0	0	0	0
RPSAP57	0	0	0	0	0	0
AC079950.1	0	0	0.018303078	0	0	0
PCED1CP	0	0	0	0	0	0
AC022463.1	0	0	0	0	0	0
AL451061.1	0	0	0	0	0	0
AC008802.1	0	0	0	0.073468175	0	0
AC084024.2	0	0	0	0.073468175	0	0
CCDC175	0	0	0	0	0	0
LINC02405	0.007701342	0	0.014598325	0	0	0
AC006445.3	0	0	0	0	0	0
ADAM21P1	0.025979949	0	0	0	0.047445356	0
AC005832.4	0.07339812	0	0	0	0	0
RASSF1-AS1	0	0	0	0	0	0
GPR87	0.038339503	0	0	0	0	0
NMBR	0	0	0	0	0	0
AL133319.1	0	0	0.07323587	0	0	0
LINC00534	0	0.011196435	0.019132631	0	0.003686579	0
RP1L1	0	0	0	0	0	0
LINC01099	0.037666036	0	0	0	0	0
AC091685.2	0	0	0	0	0	0
AL589669.1	0	0.036853074	0	0	0	0
AC008638.1	0	0	0	0	0	0
PBX2	0	0	0.013027535	0	0	0
AC111149.1	0	0	0	0	0	0
MOGAT3	0	0.02278355	0	0	0	0
AC026725.1	0	0	0	0	0	0
AL589182.1	0	0	0	0.073006692	0	0
AC123788.1	0	0	0	0	0	0.073006253
CALN1	0	0	0.005692135	0.011626153	0.016451868	0
AL357141.1	0	0	0	0	0	0
CCDC148-AS1	0	0	0	0	0	0
ACSM5P1	0	0	0	0	0	0.04689409
RPL7P43	0	0	0	0	0.072806254	0
AC006305.3	0	0	0	0	0.034963718	0
AL079304.1	0.072511669	0	0	0	0	0
AL031681.2	0	0	0	0	0	0.042617219
AL450345.2	0	0	0.072415718	0	0	0
PTBP1P	0	0	0	0	0	0
AC015818.9	0	0	0	0	0	0
TRPC7	0	0	0.035643139	0.018200228	0	0
SNX18P8	0	0	0	0	0	0
AL138709.1	0	0	0	0	0	0
TSSK1A	0	0.072266574	0	0	0	0
CGB5	0	0	0	0	0	0
LINC00858	0	0	0	0	0.023200639	0
AC021351.1	0.037084411	0	0.035147789	0	0	0
SPATS1	0	0	0	0	0	0
RPSAP10	0	0	0	0	0	0
AC093915.1	0	0	0	0	0	0
AL512590.1	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0
AL645949.2	0	0	0	0	0	0
C1orf232	0	0	0	0	0.072040879	0
AC092943.1	0	0	0	0	0	0
AC004217.2	0	0	0	0	0	0
FRG1-DT	0	0.061259083	0	0	0	0
VDAC1P4	0.071903787	0	0	0	0	0
PCDHB17P	0	0.036203998	0	0	0	0
AL589986.1	0	0	0	0	0	0
AC007563.4	0	0.071799132	0	0	0	0
AL157413.1	0	0	0	0	0	0
AC073544.1	0	0	0	0	0	0.071678867
MTCO1P15	0	0	0	0	0	0
LINC01487	0	0	0	0	0	0.071633955
AC211486.6	0	0	0	0	0	0.071633955
AC063952.4	0	0	0	0	0	0
PCAT18	0	0	0	0	0	0
VDAC1P9	0.071390799	0	0	0	0	0
ANKRD20A2	0.015184538	0.056146413	0	0	0	0
VN1R38P	0	0	0	0	0	0
AC010307.3	0	0	0	0.053168643	0	0
AL356289.2	0	0	0	0	0	0
SSR1P1	0	0	0	0	0	0
ROCR	0	0	0	0.071043186	0	0
AL662884.5	0	0	0	0.023385644	0	0
NAV2-AS2	0	0.070972799	0	0	0	0
FXYD6-FXYD2	0	0.070972799	0	0	0	0
AC007389.1	0	0.008992341	0.013829619	0	0	0
SYNPR	0	0	0.042234738	0	0	0
AC096759.2	0	0	0	0	0	0
AC103409.1	0	0	0	0	0	0
AC068769.1	0	0.022877465	0	0.04790876	0	0
G2E3-AS1	0	0	0	0	0	0
RPS3AP36	0	0	0	0	0.070739496	0
AC007207.1	0	0	0	0	0	0
AC087499.5	0	0	0	0	0	0
AL449223.1	0	0	0	0	0	0
PNMA6F	0.018226977	0	0	0	0.016643324	0
DPT	0	0	0	0.033806473	0	0
RBMX2P1	0	0	0	0	0	0
AL512652.2	0.034988148	0	0	0	0	0
AC113167.1	0	0	0	0	0	0
IPO4	0	0	0	0	0	0
LINC00454	0	0	0	0	0	0
AC110760.2	0	0	0	0	0	0
OR4G4P	0	0	0	0	0	0
AC116553.2	0	0	0	0	0	0
AL022100.1	0	0	0	0	0	0
AC026495.1	0	0.070387735	0	0	0	0
ZFP91-CNTF	0	0.045925303	0	0	0	0
AC021915.1	0	0	0	0	0	0
AP1B1P1	0	0	0	0.070270044	0	0
CYP8B1	0	0.013296773	0	0.013922694	0	0
LINC01053	0.034132838	0	0	0	0	0
AL160408.1	0	0	0	0	0.022459283	0.023418229
AL035541.1	0	0	0	0	0	0
AL031599.1	0	0	0	0	0	0
SLC9A3P1	0	0	0	0	0	0
AC004464.1	0	0	0	0	0	0
RPSAP24	0	0	0	0	0	0
AL078602.1	0	0	0	0	0	0
AC105233.1	0	0	0	0	0	0
MUC19	0.010180355	0	0	0.00394149	0	0
NANOGP6	0	0	0	0	0	0
AC145138.1	0	0	0	0.020383489	0	0
LINC02237	0	0	0	0.017342085	0.016360224	0
VN1R12P	0	0	0	0	0	0
CNGA3	0	0	0	0	0	0
HAUS1P2	0	0	0	0	0	0
GLYATL1P4	0	0	0	0	0	0
OCM2	0	0	0	0.069763897	0	0
AC104232.1	0	0	0	0	0	0
TMEM235	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0
DECR2	0	0.055307154	0	0	0	0
AC093843.1	0.014269676	0.006595452	0.006762243	0	0	0
RPSAP67	0.06965158	0	0	0	0	0
BRIX1P1	0	0	0	0	0	0
CNN2P2	0	0	0	0	0	0
AC008877.1	0	0	0	0	0	0
AC022523.1	0	0	0	0	0	0
AL355981.1	0	0	0	0	0	0.034898594
AL589666.1	0	0	0	0	0	0
PRPF38AP2	0	0	0	0	0	0
AC022893.2	0	0	0	0	0	0.069373661
AL512383.1	0	0	0	0	0	0
CCNB1IP1P1	0	0	0	0.06926499	0	0
VN1R9P	0.069249899	0	0	0	0	0
LINC00690	0	0	0	0	0	0
LRRC34P1	0	0	0	0	0	0
UNC79	0.004798183	0.004435445	0.004547612	0	0.004381292	0
DLX6	0	0	0	0	0.01591382	0
NPM1P5	0	0	0	0	0	0
TUBBP9	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0
OR7E109P	0	0	0	0	0	0
BCRP4	0	0.069030757	0	0	0	0
AC112200.2	0	0	0	0	0	0
AL009178.3	0	0	0	0	0	0
AL356010.2	0	0	0.068974874	0	0	0
OR8B7P	0	0	0	0	0	0
AC068870.3	0	0	0.022438593	0	0	0
AC099344.3	0	0	0	0	0	0
LGALS7	0	0	0	0	0	0
RPSAP71	0.068852823	0	0	0	0	0
AL136305.1	0.016945995	0	0	0	0	0.01613432
AC009879.1	0	0	0	0	0	0
LINC01121	0	0	0	0	0	0
AC093827.1	0	0	0	0	0	0
AC103808.1	0	0	0	0	0	0
HNRNPA1P64	0	0	0	0	0	0
AC092098.1	0.068695266	0	0	0	0	0
AC068299.2	0.068655989	0	0	0	0	0
LINC00348	0	0	0	0	0	0
TMPRSS11B	0.017911594	0	0	0	0	0
KLHL40	0	0	0	0.023254632	0	0
LINC01877	0	0.00515088	0.015843417	0.005393348	0	0
AC021220.2	0	0	0	0	0	0
SP7	0	0	0.01680575	0	0	0
AL583844.1	0	0	0	0	0	0
LINC01229	0	0.011166025	0.0057242	0.005845823	0	0.005750316
NBPF6	0	0	0	0	0.021199965	0
LINC02229	0	0	0	0	0	0
C9orf57	0	0	0	0	0	0
AP003175.1	0.060497716	0	0	0	0	0
AC008507.5	0	0	0	0	0	0
IQCB2P	0	0	0.034846461	0	0	0
MUC15	0.016738127	0	0	0.016201095	0	0
OR2G3	0	0	0	0	0	0
