Gene	C1	C2	C3	C4	C5	P1	P2	P3	P4	P5
RIMBP3	0	0	0	0.03	0.11	0.15	0	0.12	0	0.24
MICALL1	92.66	38.74	47.36	48.28	55.37	68.65	58.44	68.42	59.63	44.98
TUBGCP6	63.29	42	33.03	27.06	47.97	54.72	45.33	65.15	46.16	32.03
KIAA1671	21.69	16.1	13.6	13.55	20.11	18.16	17.48	19.25	14.57	9.6
BARX2	0	0	0	0	0.02	0	0	0	0.16	0
API5	39.79	47.11	54.73	49.09	47.17	48.08	53.43	43.1	56.05	36.26
C21orf70	12.11	13.5	12.41	7.44	14.29	11.6	6.39	11.53	10.96	13.65
RGS8	0.07	0.05	0.08	0	0.01	0	0	0.1	0	0
AGPS	35.7	56.04	66.85	53.08	51.11	54.34	50.36	48.85	61.99	37.08
EAF1	171.12	129.35	150.34	153.5	171.8	226.39	168.58	184.05	198.02	140.07
DNAJC14	51.91	46.39	42.39	44.98	55.04	56.07	58.66	61.76	45.31	53.82
NKD1	4.64	3.02	6.51	3.94	2.36	4.17	6.23	7.42	6.53	10.26
NKD2	0.27	0	0.14	0.03	0.13	0.04	0	0.19	0	0
PPFIA3	2.47	4.46	1.17	1.84	2.21	0.86	2.31	2.36	1.76	2.29
SLC22A16	0.25	0.91	0.02	0.06	0.37	0.41	0.19	0.71	0.16	0.38
SLC45A3	1.47	2.67	1.71	1.73	1.55	1.22	1.33	2.11	1.22	1.76
RHPN2	3.74	4.04	0.66	2.57	2.83	1.48	2.36	3.14	3.5	2.99
ZIC5	0	0	0	0.03	0.02	0	0.03	0.14	0	0
CCNB3	2.47	1.18	3.13	2.1	1.65	1.35	2.01	1.58	0.89	0.24
APOL1	39.12	22.43	23.68	19.76	28.37	21.88	39.08	36.54	20.54	14.45
LMO4	5.7	11.26	11	10.7	9.1	5.38	6.62	10.22	8.59	8.24
ZCRB1	19.35	27.54	27.28	25.55	20.73	28.31	22.15	19.82	21.69	28.88
CABS1	0	0	0	0	0	0	0	0.05	0	0
STON2	16.37	14.3	25.31	16.52	21.82	14.17	21.11	31.3	18.48	24.67
PIR	1.47	1.6	2.14	1.53	1.87	0.71	1.6	1.66	2.29	2.95
DOCK7	100.22	91.09	101.91	94.74	115.32	97.82	79.87	85.1	93.44	78.91
PRIC285	185.29	113.68	74.68	93.4	150.6	145.11	100.53	198.77	114.57	68.73
KNDC1	0.77	0.11	0.37	0.2	1.06	0.71	1.43	1.35	0.54	1.16
DCLK3	0.07	0	0.12	0.11	0.09	0.19	0.25	0.48	0.24	0.12
LRRCC1	3.62	3.4	4.82	5.93	4.49	3.74	5.86	4.81	5.46	3.69
CNTNAP4	0	0	0.33	0.09	0.01	0	0.09	0.1	0	0
ZFHX2	5.46	1.52	2.49	1.87	2.53	6.65	9.03	4.63	2.68	0.58
KIAA1755	0.39	0.11	0.08	0	0.29	0.34	0.19	0.45	0.24	0.36
CGGBP1	53.04	60.5	62.3	67.97	67.35	54.06	71.18	76.8	80.65	55.42
ITPRIP	46.23	45	19.17	31.36	33.42	27.39	23.81	57.55	32.14	24.27
UNK	24.68	19.14	16.24	18.55	23.17	28.35	27.2	25.05	20.09	20.18
KIAA1751	1.06	0.45	0.52	0.6	0.97	0.7	0.8	1.53	0.69	0.5
TSPYL5	58.72	50.26	72.46	57.84	55.43	56.96	66.96	71.73	68.94	42.53
DISP2	0.25	0.75	0.62	0.96	1.51	0.19	1.88	0.53	1.14	0
TNKS1BP1	76.08	35.61	59.8	37.85	39.39	100.75	56.85	59.92	34.5	26.62
KIAA1737	23.61	26.63	25.68	28.7	33.01	23.21	24.45	28.49	25.16	18.64
DIXDC1	9.31	11.63	17.91	12.63	20.19	11.05	10.66	13.3	13.85	9.64
KIAA1731	25.81	36.15	25.72	34.39	31.47	32.93	40.87	39.43	31.53	20.59
AP3B1	61.1	78.58	83.24	80.64	95.45	79.47	72.62	95.47	72.61	61.32
ZNF518B	41.02	66.39	51.58	45.81	59.79	51.79	49.77	57.5	70.78	43.6
TANC1	180.78	132.67	100.03	143.58	133.56	143.74	202.37	161.73	110.54	130.81
FHDC1	15.69	26.17	14.1	15.06	20.5	34.61	29.48	19.09	9.84	8.6
ZC3H12C	64.31	63.26	130.98	85.44	102.31	128.33	115.06	87.25	82.08	53.48
SSH2	53.27	155.55	56.86	82.61	86.38	42.03	89.51	108.29	52.25	48.97
EPT1	35.06	47.51	73.9	49.59	64.48	49.42	47.86	45.15	43.11	24.21
FCN3	0.11	0.64	0.16	0.14	0.02	0.26	0.4	0.4	0	0.08
LBX2	0.39	0.03	0.08	0.04	0.2	0.15	0.12	0.12	0.03	0
GFM1	42.71	47.99	68.89	54.78	57.09	54.14	46.93	43.66	48.05	38.75
SCIN	0.21	0.16	0.04	0.66	0.33	0.41	0.73	0.75	0.62	0.4
CCDC65	3.69	3.88	2.1	3.46	3.75	3.01	5.37	6.04	4.12	1.76
DNAJC5B	0	0.11	0	0.01	0	0	0	0.04	0	0.28
BLZF1	17.68	25.56	27.72	22.36	30.96	29.42	19.92	25.27	22.02	18.96
TSLP	0.11	0.05	0.74	0.2	0.41	0	0.15	0.26	0.33	0
PSKH2	0	0	0	0	0	0	0	0.04	0	0
LGR5	0	0.16	0.16	0.14	0.06	0	0.22	0.22	0	0
RPPH1	5832.71	4424.38	9046.19	4786.87	2891.49	4721.06	2632.55	1379.19	5787.14	12075.3
MAPKAPK5	48.42	49.54	37.84	54.72	61.02	32.69	37.54	42.9	34.36	34.56
SCRT2	0.11	0.05	0	0	0.2	0	0.11	0.09	0.14	0
MBD3L1	0	0	0	0	0	0	0.03	0	0	0
INE2	4.59	1.55	1.22	2.03	3.86	3.55	3.09	4.88	1.92	1.86
INE1	3.48	2.38	1.67	1.49	1.99	3.35	3.3	4.16	0.88	1.48
BHLHE40	127.09	79.59	103.2	95.67	86.82	99.44	128.35	135.47	72.46	48.57
PIAS1	26.44	35.8	16.82	25.42	27.76	26.58	27.91	30.21	33.39	27.56
CDC14B	144.54	124.24	80.54	137.71	114.42	71.82	119.07	132.26	105.87	87.35
CDC14A	7.36	10.32	5.34	11.79	7.7	8.42	10.18	8.16	14.58	12.83
TCAP	0.61	0.48	0.04	0.07	0.14	0.38	0.46	0.5	0.51	0.4
CDK10	25.67	20.27	18.75	17.15	21.15	24.55	25.35	24	15.69	19.36
PRPF18	22.62	32.43	30.05	31.38	25.49	31.15	27.28	29.63	28.83	28.88
DEGS1	42.78	45.64	50.16	58.81	64.57	58.55	41.39	53.93	48.17	45.88
DENR	27.16	26.66	33.41	25.72	26.25	29.59	31.32	27.95	26.81	19.96
THOC5	36.51	33.55	27	31.39	28.78	38.44	31.3	37.79	30.08	31.59
KMO	0.88	1.79	0.62	1.37	2.51	0.85	2.24	2.76	0.93	1.42
YARS	82.65	84.91	95.95	79.16	62.87	64.81	55.74	55.81	49.06	62.2
PDXK	301.14	231.86	181.06	240.17	267.88	175.34	211.21	300.84	145.3	146.58
MADD	43.56	37.97	27.31	33.41	38.32	46.18	45.79	48.75	43.29	30.17
RRP1	23	17.59	26.46	15.85	17.91	22.99	19.12	20.63	19.96	17.76
MKNK1	26.28	22.06	13.33	19.37	22.4	24.59	22.11	26.45	21.14	19.84
CAV1	17.09	12.62	26.69	13.85	20.36	26.43	13.75	25.74	18.9	9.98
KHSRP	98.15	75	60.63	59.58	97.14	90.79	82.94	103.99	82.29	58.91
PDLIM4	35.83	14.89	34.93	24.9	24.38	52.91	28.82	33.56	22.97	26.42
CASK	116.42	139.51	103.29	180.09	190.75	71.37	103.49	138.85	77.46	59.61
AKR7A2	19.83	23.15	25.8	19.4	24.16	17.37	12.48	23.35	18.96	29.53
PRKRA	37.89	38.82	42.82	46.08	46.54	41.05	39.76	43.38	51.93	47.57
STK16	11.7	10.67	12.22	10.57	12.35	11.88	8.64	14.61	12.41	12.27
TMEFF1	0.32	0	0.12	0.43	0.12	0.09	0.06	0.43	0.93	0.28
SCARF1	0.21	1.07	0.12	0.11	0.41	0	0.09	0.72	0.05	0.4
CAV2	40.77	40.26	80.54	69.21	57.85	69.87	49.42	54.77	62.07	40.59
LY6D	0.04	0	0	0	0.02	0	0.25	0	0	0
GTPBP10	28.41	23.85	32.7	27.16	41.85	38.12	32.83	43.91	50.97	21.03
OR7E2P	1.33	0.83	1.61	1	1.65	1.47	3.26	1.13	1.56	0.48
CAV3	0.54	0.05	0.12	0.03	0.11	0.3	0.25	0.25	0.46	0.18
OR6A2	0.11	0	0.16	0.06	0.15	0	0.09	0.09	0	0
ACTL6A	18.99	29.33	31.39	30.73	24.4	22.54	17.68	19.75	24.44	26.2
RUNX2	191.62	200.98	165.03	215.98	255.79	355.53	315.3	271.26	164.11	79.08
TNFSF11	23.11	42.64	33.9	35.85	30.72	52.22	64.33	46.56	70.24	51.19
RGS20	0.86	0.53	1.79	0.84	1.12	1.24	0.8	1.49	1.15	0.4
NOP14	78.26	43.77	48.12	46.21	36.17	44.68	58.06	38.62	33.52	39.01
FAM193A	107	74.73	54.98	76.2	68.94	91.71	137.65	99.96	75.42	50.77
SLC25A12	27.37	32.4	22.9	25.19	31.39	23.76	28.53	43.36	30.58	38.04
PLA2G4C	4.69	3.9	1.63	3.01	4.51	7.42	5.86	3.01	1.21	0.56
RUVBL1	31.13	40.51	46.26	33.85	36.22	27.03	25.9	29.12	33.25	34.16
RDH16	0.02	0.37	0.04	0	0.04	0.11	0	0.1	0.05	0.1
KLF7	351.06	215.76	299.87	327.07	326.96	177.5	249.99	370.48	260.58	132.45
RUNX1	131.64	132.34	145.9	113.95	203.64	205.74	244.21	239.81	145.52	79.92
PPAP2A	7.4	8.05	8.9	9.77	9.38	9.46	7.22	9.81	8.27	8.3
PPAP2C	0.04	0	0.12	0.06	0.16	0.15	0.77	0.17	0	0.12
PPAP2B	6.9	2.54	11.13	7.17	7.81	8.53	7.39	11.34	6.02	12.23
STC2	1.15	1.76	2.78	0.86	2.24	0.45	1	1.12	0.49	0.48
USO1	176.46	198.92	248.43	264.65	243.12	178.18	185.26	247.87	245.12	148.45
CADPS	2.4	0	0.62	0	0.43	0	0.94	0.83	0.54	1.32
RUNX1T1	1.2	0.16	0.1	0.09	0.17	0.19	0.23	0.62	1.5	0.4
NPFF	0.14	0.43	0.45	0.14	0.42	0.64	0.25	0.76	0.18	0.28
CDK13	122.19	113.71	109.41	117.28	134.68	150.17	132.39	139.69	141.54	107.84
PDE8B	18.59	24.44	27.35	40.41	24.32	29.93	14.69	63.05	50.36	19.96
ASMTL	31.19	20.05	23.27	18.7	23.01	31.07	28.25	28.93	25.89	31.03
PSMG1	11.43	15.32	18.26	15.92	14.18	15.55	10.95	12.48	17.72	13.75
RFXANK	22.07	22.22	15.31	21.38	26.61	23.95	16.62	27.85	18.21	33.15
TP63	0	0.11	0.29	0.16	0.21	0.45	0.52	0.27	0.3	0.16
JRK	19.24	23.55	16.2	21.22	28.33	20.28	17.85	23.32	17.3	16.98
CBFA2T3	0.39	1.18	0.04	0.61	0.28	0.75	0.8	0.43	0.27	0.44
HSD17B6	0.91	3.34	1.4	3.13	2.51	0.73	0.89	1.66	1.11	1.66
SKAP1	0.32	1.52	0.66	1.53	1.1	0.64	0.89	1.2	0.95	0.58
DNAH17	2.81	3.02	2.25	1.96	2.57	2.39	2.1	4.15	1.03	0.72
UNC5C	122.01	171.3	93.46	89.4	139.43	196.34	203.43	270.48	174.89	105.23
RTCD1	19.74	19.97	20.42	20.16	20.31	21.17	20.87	20.33	20.84	18.02
RNASET2	20.69	51.6	25.12	29.48	42.84	17.63	17.43	43.66	18.36	36.62
SSNA1	16.03	16.9	17.95	11.94	23.3	16.54	10.41	22.84	12.97	18.32
EIF4EBP3	0.99	0.19	0.6	0.29	0.18	0.43	0.08	0.29	0.24	0.58
OASL	0.79	13.23	1.13	2.2	3.53	3.38	1.16	5.66	1.26	3.21
AOC3	51.16	43.53	46.64	36.55	44.31	30.24	99.2	45.04	21.86	19.92
RUNX3	3.01	4.17	1.67	8.9	6.14	3.03	5.42	6.04	3.09	2.71
PCDHGB4	0.64	0.64	1.24	0.89	1.23	2.37	1.25	1.73	1.12	1
DCHS1	18.95	12.25	8.2	8.36	19.76	44.72	23.81	42.47	61.51	26.86
PTCH2	13.95	8.85	3.17	6.74	3.9	8.55	16.28	6.76	7.29	4.33
AKR1C3	0.32	0.53	1.09	0.43	0.43	0.04	0.85	0.42	0.38	0.44
KCNK5	1.02	0.48	0.82	0.54	1.2	2.86	1.31	2.22	1.82	3.55
CHRD	0.27	0	0.16	0.06	0.15	0.53	0.96	0.41	0.6	0.4
ABCB11	0.21	0.37	0.31	0.23	0.28	1.02	0.93	0.46	1.26	0.1
NCOA1	167.06	193.73	128.2	172.86	198.71	202.75	204.78	197.8	179.07	114.83
LAMTOR3	27.62	35.21	37.92	38.21	40.78	30.6	30.83	35.36	38.21	33.71
CBFB	174.13	130.58	158.27	185.73	157.41	136.32	137.25	164.14	203.97	166.93
NUMB	46.88	53.31	59.58	41.72	46.98	54.04	62.79	49.79	51.31	32.33
SOCS1	3.65	1.26	0.62	2.36	2.25	1.95	0.94	2.09	2.25	2
DDX3Y	0.18	0	0.04	0.27	0.15	0.06	0.14	0.25	0.08	0
PDE5A	63.97	51.65	56.42	50.27	133.82	59.7	106.7	102.49	110.54	39.13
DYNLL1	92.81	108.15	100.92	100.56	97.37	136.99	90.13	82.95	105.22	92.63
TNKS	155.88	183.41	152.05	177.62	196.37	230.23	216.79	191.56	195.14	146.42
ALDH4A1	8.97	8.82	8.55	6.66	10.65	8.29	7.14	12.89	8.81	14.47
SERPINA6	0.3	0	0.25	0.06	0.16	0.21	0.43	0.56	1.25	0.64
IRS2	369.42	220.2	246.68	340.24	293.08	336.25	331.93	400.41	361.65	222.69
EIF3A	319.09	255.71	353.16	284.63	363.5	341.38	390.45	323.65	285.3	168.75
EIF3B	148.64	149.11	162.08	140.45	144.99	144.83	114.46	136.18	121.8	116.36
EIF3C	15.03	9.2	12.14	7.1	4.91	9.36	15.09	7.34	11.64	4.75
EIF3D	144.65	154.64	150.34	162.27	183.13	173.25	153.11	166.21	176.21	174.87
EIF3F	97.54	80.88	70.27	82.06	75.23	101.52	73.62	87.21	93.59	115.4
EIF3G	106.14	103.98	90.41	93.53	98.89	103.38	73.98	101.23	106.99	134.94
EIF3H	111.76	102.32	122.06	121.86	77.78	112.37	97.27	71.22	112.62	100.62
EIF3I	229.63	219.24	256.84	280.03	278.02	176.71	144.76	215.35	198.97	240.71
EIF3J	64.4	55.18	85.17	65.18	77	78.87	88.97	69.58	86.01	35.08
CBL	68.27	56.81	59.91	59.92	71.68	71.52	83.71	83.61	80.94	45.28
SLC4A4	7.85	7.19	6.04	14.13	8.95	0.83	6.28	8.26	5.61	6.05
EIF4G3	160.25	176.3	135.77	156.53	155.56	164.42	212.97	159.33	140.25	85.45
VAMP8	1.54	3.72	2.02	2.59	2.91	2.14	1.02	4.53	0.88	4.31
VAMP4	17.88	25.19	39.44	43.78	33.87	21.88	26.97	35.29	20.47	18.32
STX16	31.46	30.16	19.14	26.55	32.63	31.15	38.29	35.13	28.24	11.2
STX11	37.89	41.98	14.24	24.29	45.01	22.54	21.12	51.8	23.81	24.59
STX10	19.38	21.9	14.12	18.83	14.29	15.56	14.29	18.74	18.18	27.32
BECN1	45	46.79	42.93	34.16	36.98	38.31	41.73	46.52	39.5	48.93
CBLB	54.24	43.71	74.27	50.92	66.09	130.62	73.58	67.87	74.72	52.24
JMJD7-PLA2G4B	0.11	0.05	0.16	0.06	0.21	0.08	0.19	0.22	0.22	0.2
PEA15	119.43	68.69	110.93	97.73	127.89	100.26	92.75	118.8	100.05	79.52
SRSF9	46.88	45.91	39.36	36.89	39	43.18	32.29	44.68	31.66	49.91
MARCO	0.56	5.19	2.78	1.2	6.1	0.23	4.95	16.82	2.19	2
KRT38	0	0	0	0.03	0.02	0	0	0.02	0	0
KRT37	0	0	0	0	0	0	0	0.01	0	0
KRT36	0	0	0	0	0	0	0	0.05	0	0
CBLN1	0.16	0.21	0.78	0.14	0.84	0.41	0.34	1.16	2.07	0.56
JRKL	6.54	11.71	13.56	12.3	11.18	15.08	16.74	11.91	10.49	6.21
HYAL2	23.7	28.05	25.78	27.06	28.48	29.4	21.8	30.44	30.58	29.87
GALNT4	2.7	2.73	3.3	2.71	3.24	1.05	3.1	3.11	2.9	2.71
DGAT1	36.67	41.84	25.66	32.48	36.92	41.18	24.9	30.4	18.78	38.43
CDC23	16.78	25.72	26.44	25.13	25.21	17.67	16.08	20.43	21.54	21.59
S1PR4	0.64	7.41	0.95	1.87	3.48	1.39	1.5	3.81	1.22	2.2
ACTN1	68.23	62.94	55.02	41.55	54.53	66.69	81.97	98.92	49.83	33.77
DNAH11	0.73	1.74	1.55	0.54	0.97	0.32	0.48	1.16	0.62	0.54
B4GALT4	23.45	17.3	27.78	25.86	22.81	23.65	25.39	24.77	23.32	25.14
B4GALT3	22.03	23.02	16.07	21.22	22.4	20.73	22.42	26.3	28.93	33.75
B4GALT2	29.86	32.89	23.86	26.56	31.27	27.59	14.83	27.45	25.38	30.39
B3GALT4	3.94	2.27	2.39	1.8	4.54	4.3	3.15	6.11	3.7	6.55
B3GALNT1	13.7	16.39	16.86	14.72	15.6	20.15	18.44	15.81	24.16	20.63
B3GALT2	9.57	8.64	10.74	10.69	12.09	9.25	9.29	12.06	14.9	8.06
B3GALT1	0.04	0	0	0.03	0.1	0	0.15	0.1	0	0
SERPINH1	134.22	95.9	94.63	94.54	93.29	120.23	89.61	119.23	145.74	154.84
SERPINB7	0	0	0.04	0	0	0	0	0.07	0	0
TNK1	0.75	0.83	0.25	0.23	0.34	0.13	0.54	0.83	0.76	0.24
PAGE1	0	0	0	0	0	0	0	0.01	0	0
ABCC3	98.02	61.44	105.02	67.95	71.74	187.09	173.53	139.11	72.41	46.86
NOL4	0	0.11	0	0	0	0.08	0	0.09	0	0
TRADD	17.84	19.68	14.88	13.8	21.78	20.81	10.26	22.25	18.2	27.7
PNPT1	35.58	44.62	50.78	39.99	41.39	43.33	45.47	39.25	42.07	26.04
TNFRSF25	0.27	0.78	0.25	0.74	0.42	0.6	0.54	0.98	0.57	0.6
MBTPS1	130.8	97.51	91.79	101.22	111.31	146.75	138.77	138.45	129.18	115.48
EDF1	129.12	134.35	150.54	117.48	131.12	113.46	86.95	121.68	109.82	179.68
CTSF	33.8	38.37	19.97	18.12	24.21	34.42	23.47	37.65	30.88	51.69
SNX4	43.89	44.2	58.28	56.82	64.44	56.77	54.75	47.29	62.33	46.76
SNX3	69	74.01	82.82	86.76	81.78	61.07	58.93	72.85	67.58	80.1
C19orf2	36.92	45.08	44.64	47.37	45.7	45.3	42.61	43.08	44.27	39.23
EED	6.82	5.19	6.99	5.19	7.22	4.89	7.53	7.6	9.28	6.35
CTNNAL1	172.29	139.54	307.2	197.09	219.23	329.57	208.43	143.24	142.31	92.4
ADAM19	1.68	12.57	5.13	7.3	7.36	6.94	5.55	11.4	3.67	5.61
GBF1	95.87	96.81	71.32	86.19	96.52	88.76	99.28	104.12	76.32	56.38
CBR1	22.82	25.64	35.01	22.03	35.14	20.79	19.92	30.54	18.37	27.2
RNMT	49.83	70.66	72.29	67.21	81.46	62.75	61.67	62.91	71.35	50.07
RNGTT	37.98	48.05	46.39	48.64	44.54	39.02	37.01	43.08	34.75	40.73
GPAA1	55.07	44.11	33.86	30.82	44.55	42.84	34.94	40.66	30.84	50.61
MYH13	0	0	0	0	0	0	0	0.16	0	0
MYOM1	2.65	1.39	1.83	2.63	1.7	1.58	1.48	2.86	2.48	1.84
RIPK1	46.56	40.93	33.76	35.46	46.32	41.35	45.91	50.73	42.83	33.57
CRADD	8.47	10.35	18.05	7.8	13.47	10.47	10.68	14.37	9.12	9.3
HRK	0	0.35	0	0.14	0.06	0	0	0.02	0.16	0
CBR3	0.18	0	0.54	0.43	0.24	0.41	0.4	0.24	0.35	0.12
TNFSF14	1.68	4.22	1.15	3.1	3.32	1.71	2.42	3.94	2.07	1.54
TNFSF13	0.32	1.28	0.54	0.26	0.78	0.71	1.02	0.62	0	0.4
TNFSF12	0.97	1.28	0.37	0.34	0.94	0.83	0.93	1.55	1.44	2.26
TNFSF10	0.43	19.65	1.15	2.43	2.35	2.24	3.04	4.91	2.63	3.83
TNFSF9	2.36	1.34	0.87	2	2.75	1.69	0.96	2.52	1.41	3.83
ADAM23	11.75	8.31	15.68	11.43	10.6	14.72	14.95	13.83	12.1	3.89
ADAM21	1.07	1.47	0.99	0.6	0.91	1	0.62	0.51	0.87	0.48
ADAM20	2.47	0.75	0.31	1.31	0.81	0.75	0.65	0.62	1.12	1
ADAM18	0.21	0	0	0	0.04	0	0.09	0.02	0	0
CBS	32.98	28.58	25.82	15.89	33.93	31.77	27.35	18.45	31.3	41.65
ADAM15	20.74	17.57	15.04	14.87	27.54	21.13	15.24	29.87	14.88	20.77
ADAM9	134.55	161.03	283.79	202.28	165.23	204.61	186.51	194.98	178.97	115.58
ADAM6	0	0	0	0	0.02	0	0	0	0	0
ADAM7	0	0	0	0.01	0	0	0	0.02	0	0
ADAM1	5.71	2.94	4.31	2.19	5.42	3.72	3.61	3.48	4.5	1.42
CDS2	115.29	92.83	83.13	111.13	117.78	79.64	87.28	129.93	106.25	101.77
PABPC4	152.57	104.27	123.98	150.6	151.44	123.1	140.63	175.58	129.84	87.59
CD164	191.44	263.57	306.94	332.64	298.11	215.45	235.25	230.98	269.31	239.13
TNFRSF14	10.26	17.27	8.14	9.5	15.38	6.88	7.68	17.24	8.05	16.24
RAB11A	128.26	139.08	144.21	166.81	149.43	127.61	122.05	129.77	149.68	146.68
RIPK2	12	15.05	19.41	17.03	11.82	19.32	15.89	16	16.03	12.41
TNFRSF6B	0.54	0.4	0.33	0.27	0.95	0.73	0.35	0.58	0.33	1.54
FADD	17.18	16.34	23.16	16.29	28.98	15.06	10.8	20.42	19.57	13.95
SNAP23	64.29	67.48	81.48	79.5	78.71	68.7	62.02	95.61	74.36	69.91
NAPG	41.22	35.8	62.22	45.65	61.38	40.32	44.59	50.03	44.78	37.74
NAPA	60.94	66.87	35.9	58.72	65.25	56.39	56.44	61.56	52.69	75.09
MTMR1	6.23	7.11	6.82	6.83	6.07	7.82	6.71	6.63	8.43	7.18
A2LD1	4.08	4.81	6.22	4.29	8.28	2.82	4.91	7.47	4.16	8.44
MPDZ	160.65	129.03	161.71	141.95	145.47	191.04	201.41	200.33	209.07	133.58
SIGLEC5	0.93	7.49	0.7	1.14	4.23	1.18	1.3	5.53	1.23	0.36
RIOK3	153.34	138.04	146.25	183.47	182.41	145.47	145.81	176.35	169.83	135.44
TNFRSF18	0.27	0.11	0.12	0.51	0.4	0.3	0.49	0.22	0.23	0.2
MATN4	0.07	0	0	0	0.04	0.15	0.06	0.24	0.05	0
RGS11	0.54	0	0.37	0.09	0.34	0.45	1.17	0.52	0.68	0.34
RGS9	0.59	0.32	0.27	1.2	0.5	0.26	0.06	0.55	0.22	0.44
DLK1	9.28	24.44	12.22	2.69	3.84	15.75	5.15	7.71	7.17	6.92
FBP2	0	0	0.08	0	0.02	0	0	0.02	0	0
FPGT	4.53	6.12	6.78	7.77	6.15	7.12	5.49	5.7	5.41	4.79
TNFRSF11A	2.76	3.9	0.7	1.64	3.43	1.58	1.42	4.17	0.89	2.1
TNFRSF10D	9.66	13.8	11.62	12.67	14.58	7.82	8.79	14.81	11.03	14.51
TNFRSF10C	1.63	36.71	3.59	7.2	8.39	3.29	3.49	12.4	3.58	5.61
TNFRSF10B	121.99	101.57	92.94	114.42	132.83	47.41	111.2	117.01	109.42	71.28
SCEL	0	0	0.04	0	0	0	0.4	0	0	0
TNFRSF10A	2.83	4.81	3.28	4.2	3.5	2.24	2.31	2.53	1.6	0.76
DYRK4	12.56	15.37	15.87	13.19	22.66	9.92	14.97	18.04	17.29	19.58
PEX11B	9.06	11.31	11.42	10.24	13.37	7.05	8.45	13.37	8.25	10.26
ACTN2	88.62	37.72	92.06	59.71	52.18	45.53	60.18	75.78	33.85	22.41
PEX11A	4.01	9.97	6.72	6.1	5.85	2.91	2.99	3.3	4.72	7.84
SUCLG2	41.88	45.37	58.63	63.11	38.47	46	52.41	40.06	48.76	42.71
SUCLG1	28.18	34.94	48.68	40.05	43.18	29.51	26.52	35.72	29.23	39.85
SUCLA2	18.36	22.86	34.72	26.16	27.48	25.09	21.28	21.63	29.58	19
CREG1	167.94	249.88	212.28	312.71	255.22	90.15	78.54	201.29	86.62	149.49
TRIM24	93.58	88.6	94.78	109.92	112.43	107.48	95.3	90.07	80.33	66.07
IL18RAP	1.13	8.18	2.31	8.2	5.5	2.42	1.31	8.97	4.86	3.71
IL1RL2	0.79	0.78	0.84	1.34	1.14	1.05	1	1.74	1.19	0.2
IL18R1	1.88	9.84	3.98	7.76	3.4	2.26	3.81	7.02	2.02	2.08
CCIN	0.04	0.05	0.21	0.14	0.11	0	0.19	0.15	0.19	0
GALR2	0.36	0.11	0	0.03	0.11	0	0.31	0.5	0.03	0.08
CCNK	36.06	30.19	29.86	32.59	36.5	39.62	42.74	33.75	38.3	20.14
DPM1	28.68	25.13	41.17	37.46	31.23	33.85	25.1	28.37	28.59	27.42
CDKL1	1.9	2.09	2.08	2.49	1.42	1.88	2.18	2.16	1.75	0.44
BANF1	13.17	7.27	15.11	5.76	7.5	7.99	9.24	8.15	10.23	12.53
DCAF5	59.94	54.03	36.29	51.77	49.2	57.63	72.36	64.18	55.05	45.02
FGF18	0.82	0	0.54	0.33	0.38	1.28	1.22	0.57	0.35	1.08
DPM2	15.76	14.92	11.25	11.43	18.89	13.83	11.4	18.81	12.76	16.76
SAP30	4.03	6.2	5.32	4.52	3.88	6.2	5.03	4.17	5.84	5.31
HESX1	0.05	0	0.12	0.09	0.06	0.06	0.19	0.09	0.07	0.16
INPP4B	4.78	11.66	8.82	15.8	8.37	5.09	11.88	10.73	7.75	5.83
FGF17	0.07	0.11	0	0.06	0.16	0	0	0.3	0	0
FGF16	0	0	0	0	0	0	0	0.01	0	0
CES2	34.3	31.47	22.15	25.2	31.19	34.49	25.07	31.13	26.34	30.95
LIN7A	3.24	3.4	5.46	2.64	5.11	4.23	1.57	5.06	5.26	4.79
IQGAP1	767.42	631.65	764.33	787.76	871.25	723.81	665.45	792.92	728.95	554.97
NRP2	4.35	7.33	8.59	4.94	8.92	9.94	9.43	14.63	6.46	6.63
NRP1	271.73	225.47	279.71	306.81	304	412.07	434.9	406.45	418.31	291.14
CCBL1	5.75	10.03	6.64	5.64	9.02	6.75	7.24	10.42	4.55	5.31
SYNGAP1	20.17	10	12.18	10.56	10	22.44	30.44	22.43	15.18	7.54
CD84	4.39	9.22	4.47	8.44	11.75	7.61	10.41	16.74	5.05	9.92
GMPS	37.38	45.99	44.53	41.15	40.37	37.63	35.42	35.74	37.29	29.89
TMEM11	13.92	11.31	11.56	6.59	9.31	11.88	7.19	8.26	9.28	12.13
SOCS2	11.61	7	7.27	8.73	10.95	16.09	11.6	21.27	22.59	21.35
GGH	9.51	6.9	12.96	12.03	8.84	7.93	6.08	7.02	8.36	8.62
CFLAR	412.81	384.31	342.53	317.07	326.71	389.87	527.19	436.08	329.24	221.39
WISP3	0	0	0.08	0	0	0	0.03	0.05	0.14	0
WISP2	4.26	8.34	4.55	9.24	11.16	12.54	12.37	9.1	8.24	8.24
WISP1	30.38	29.52	26.48	77.54	46.66	10.88	23.81	31.29	16.12	37.94
HDAC3	29.4	26.58	28.79	27.79	29.08	22.61	22.2	27.35	31.57	38.3
PROM1	1.4	0.48	0.64	0.76	0.38	0.15	7.13	0.84	2.37	0.72
HCAR3	0.95	8.05	2.29	6.23	4.26	1.05	2.47	3.44	0.92	3.19
